FACTOR	#GENES	%GENES	GENE_LIST_MATCH	GENE_LIST_MISMATCH
UP00035_1_Hic1_primary	100	56.1798	SLCO1A2,ISL1,SPTB,MEIS2,SNAP91,SLC30A8,MS4A8,NOL4,CACNA1H,ADAMTS2,RORB,LIG4,DCX,GLP1R,JAKMIP2,FAM19A4,TSC22D1,FAM84A,NEGR1,KLHL1,CACNA2D1,NKX6-1,BMP5,SCGB2A1,RNF180,NRXN1,ZSCAN18,ELP4,SLC17A6,NYAP2,ELAVL4,ACVR1C,TSPYL5,GABRG2,SLC7A2,GRIA4,ENAM,CNTN4,RALYL,ST18,TMEM132B,CHODL,LIMCH1,AMER3,MEIS3,KCNMA1,NBEA,PCLO,SYT14,MCTP2,FAM135B,TRPM3,SDK1,TTC8,UNC5D,PAX6,SULT4A1,NALCN,PCDH17,SLC18A2,FOXC1,C2CD4A,AGBL4,TENM3,MAPK10,GABRA1,GAD2,GNAI1,CACNB2,DIRAS2,SGCB,RNF150,FBXW7,RIMBP2,HMGCLL1,BARX2,KIAA1804,ANKS1B,KCNB2,GABRB3,OXGR1,PDZRN3,TMEM63C,PAPPA2,KL,PRKACB,FGF14,SLC5A1,SLC5A8,DSCAM,SOX6,SIM1,CERKL,PGR,PCDH20,NR3C2,CADPS,PCP4,PRUNE2,PDK4	CADM1,KIAA1257,CPE,FLJ25770,LURAP1L,GPM6A,PAM,PVRL3,EML5,NSG1,PCDHAC1,MAGI2,NECAB2,LRRTM3,MTUS2,CCDC158,KIAA0774,GPR27,ROR1,FAM148A,ROBO2,SYT4,MS4A8B,LSAMP,MMP16,GRIA2,CNTN1,TMEM132D,KBTBD7,KIAA1486,ABHD10,IGSF11,MAP10,ZNF585B,RASEF,FAM135A,FAM123C,ZNF223,KCNK16,TSHZ3,IAPP,C3ORF14,TMEM61,ST8SIA3,TMEM196,HS6ST3,PDX1,MYO3A,SCG2,C1ORF158,FOXP2,ATRNL1,GDAP1,SGCZ,NMNAT3,RIMS2,C1ORF168,RGS17,NEUROD1,D4S234E,ODZ3,MAP9,G6PC2,RGS4,GRIK2,DGKB,SERPINI2,ABCC9,RTN1,RAB3C,C9ORF150,DACH1,ST6GALNAC5,KIAA1383,SLC35F4,DZIP3,SPATA7,STXBP5L
UP00051_1_Sox8_primary	100	56.1798	SLCO1A2,SCG2,MEIS2,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,PAM,GABRB3,NALCN,PVRL3,DCX,HMGCLL1,JAKMIP2,FAM19A4,RASEF,TSC22D1,CPE,MTUS2,KLHL1,CCDC158,BMP5,DZIP3,SCGB2A1,ROBO2,SYT4,NRXN1,ZSCAN18,LSAMP,ELP4,GRIK2,NYAP2,ELAVL4,ACVR1C,DIRAS2,GRIA2,GABRG2,SLC7A2,G6PC2,CNTN1,CNTN4,TMEM132B,KBTBD7,CHODL,LIMCH1,ABHD10,KCNMA1,IGSF11,NBEA,ZNF585B,PCLO,SYT14,FAM135A,TSPYL5,ZNF223,TTC8,UNC5D,ST8SIA3,PDX1,FOXP2,TENM3,MAPK10,C1ORF158,GABRA1,ST6GALNAC5,MCTP2,GDAP1,CACNB2,PAPPA2,SGCZ,NMNAT3,RIMS2,FBXW7,RIMBP2,ANKS1B,NOL4,ENAM,PDZRN3,SLC17A6,RALYL,PRKACB,FGF14,SLC5A1,SLC5A8,DSCAM,MAP9,SOX6,RGS4,PGR,DGKB,SERPINI2,PCDH20,RTN1,DACH1,CADPS,PCP4,ABCC9,SPATA7,STXBP5L	CADM1,KIAA1257,ISL1,SPTB,FLJ25770,KCNB2,CACNA1H,ADAMTS2,EML5,LIG4,NSG1,PCDHAC1,MAGI2,GLP1R,NECAB2,LRRTM3,FAM84A,NEGR1,CACNA2D1,KIAA0774,GPR27,ROR1,NKX6-1,FAM148A,RNF180,MS4A8B,MMP16,GRIA4,TMEM132D,KL,ST18,KIAA1486,AMER3,MAP10,SDK1,GNAI1,FAM135B,TRPM3,FAM123C,KCNK16,TSHZ3,IAPP,MEIS3,C3ORF14,SULT4A1,TMEM61,PAX6,PCDH17,TMEM196,HS6ST3,FOXC1,C2CD4A,AGBL4,MYO3A,RORB,GAD2,ATRNL1,SGCB,OXGR1,BARX2,KIAA1804,C1ORF168,RNF150,RGS17,TMEM63C,NEUROD1,D4S234E,ODZ3,SIM1,CERKL,NR3C2,RAB3C,C9ORF150,KIAA1383,SLC35F4,SLC18A2,PRUNE2,PDK4
UP00118_1_Pou4f3_2791.1	100	56.1798	SLCO1A2,KIAA1257,SPTB,SCG2,MEIS2,SNAP91,LURAP1L,GPM6A,SLC30A8,PAM,GABRB3,NALCN,LIG4,DCX,HMGCLL1,JAKMIP2,FAM19A4,TSC22D1,CPE,KLHL1,CCDC158,ROR1,BMP5,SCGB2A1,ROBO2,SYT4,LSAMP,ELP4,GRIK2,NYAP2,ELAVL4,MMP16,ACVR1C,DIRAS2,GRIA2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,KBTBD7,CHODL,LIMCH1,ABHD10,KCNMA1,IGSF11,PCLO,FAM135A,TRPM3,TSPYL5,ZNF223,KCNK16,C2CD4A,TTC8,IAPP,PAX6,C3ORF14,ST8SIA3,PDX1,FOXP2,TENM3,MAPK10,C1ORF158,GABRA1,GAD2,MCTP2,CACNB2,SGCZ,NMNAT3,RIMS2,FBXW7,RIMBP2,ANKS1B,NOL4,C1ORF168,ENAM,PDZRN3,NEUROD1,PAPPA2,RALYL,PRKACB,SLC5A1,SLC5A8,DSCAM,MAP9,SOX6,RGS4,PGR,DGKB,SERPINI2,PCDH20,NR3C2,RTN1,ST6GALNAC5,SLC35F4,PCP4,MTUS2,ABCC9,SPATA7	CADM1,ISL1,FLJ25770,MS4A8,KCNB2,CACNA1H,ADAMTS2,PVRL3,EML5,NSG1,PCDHAC1,MAGI2,GLP1R,NECAB2,LRRTM3,FAM84A,NEGR1,CACNA2D1,KIAA0774,GPR27,NKX6-1,FAM148A,RNF180,NRXN1,MS4A8B,ZSCAN18,TMEM132D,KL,ST18,TMEM132B,KIAA1486,AMER3,MAP10,NBEA,ZNF585B,RASEF,SDK1,GNAI1,FAM135B,FAM123C,TSHZ3,MEIS3,UNC5D,SULT4A1,TMEM61,PCDH17,TMEM196,HS6ST3,FOXC1,AGBL4,MYO3A,RORB,CADPS,ATRNL1,GDAP1,SGCB,OXGR1,BARX2,KIAA1804,RNF150,RGS17,TMEM63C,SLC17A6,FGF14,D4S234E,ODZ3,SIM1,CERKL,RAB3C,C9ORF150,DACH1,KIAA1383,SLC18A2,PRUNE2,PDK4,DZIP3,STXBP5L,SYT14
UP00160_1_Obox3_3439.1	100	56.1798	C2CD4A,ISL1,SPTB,SCG2,MEIS2,SNAP91,SLC30A8,MS4A8,PAM,ADAMTS2,LIG4,NSG1,DCX,JAKMIP2,TSC22D1,FAM84A,MTUS2,CCDC158,CACNA2D1,BMP5,SCGB2A1,ROBO2,SYT4,RNF180,ZSCAN18,GRIK2,NYAP2,ELAVL4,ACVR1C,GRIA2,GABRG2,SLC7A2,GRIA4,ENAM,CNTN4,ST18,TMEM132B,KBTBD7,CHODL,LIMCH1,AMER3,ABHD10,KCNMA1,MAP10,NBEA,ZNF585B,PCLO,MCTP2,TRPM3,TSPYL5,TTC8,IAPP,PAX6,C3ORF14,ST8SIA3,PCDH17,TMEM196,FOXP2,MAPK10,C1ORF158,GABRA1,ST6GALNAC5,GAD2,GNAI1,FGF14,GDAP1,CACNB2,NMNAT3,RNF150,CADM1,RIMBP2,SLCO1A2,ANKS1B,NOL4,C1ORF168,GABRB3,PDZRN3,NEUROD1,SLC17A6,RALYL,PRKACB,FBXW7,SLC5A1,SLC5A8,DSCAM,SOX6,SIM1,RGS4,CERKL,DGKB,SERPINI2,PDK4,RTN1,DACH1,CADPS,SLC35F4,PCP4,ABCC9,SPATA7,STXBP5L	KIAA1257,CPE,FLJ25770,LURAP1L,GPM6A,KCNB2,CACNA1H,PVRL3,EML5,PCDHAC1,MAGI2,GLP1R,PGR,NECAB2,FAM19A4,LRRTM3,NEGR1,KLHL1,KIAA0774,GPR27,ROR1,NKX6-1,FAM148A,NRXN1,MS4A8B,LSAMP,ELP4,PAPPA2,MMP16,DIRAS2,CNTN1,TMEM132D,KL,KIAA1486,IGSF11,RASEF,SDK1,FAM135A,FAM135B,FAM123C,ZNF223,KCNK16,TSHZ3,MEIS3,UNC5D,SULT4A1,TMEM61,NALCN,HS6ST3,PDX1,FOXC1,AGBL4,MYO3A,RORB,TENM3,ATRNL1,SGCB,SGCZ,OXGR1,RIMS2,HMGCLL1,BARX2,KIAA1804,RGS17,TMEM63C,D4S234E,ODZ3,MAP9,G6PC2,PCDH20,NR3C2,RAB3C,C9ORF150,KIAA1383,SLC18A2,PRUNE2,DZIP3,SYT14
UP00199_1_Six4_2860.1	100	56.1798	MEIS3,SCG2,SNAP91,LURAP1L,GPM6A,MS4A8,GABRB3,NALCN,PVRL3,LIG4,NSG1,DCX,HMGCLL1,TSC22D1,CPE,CCDC158,ROR1,BMP5,SCGB2A1,ROBO2,SYT4,RNF180,NRXN1,ZSCAN18,GRIK2,ELAVL4,MMP16,DIRAS2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,ST18,TMEM132B,KBTBD7,CHODL,LIMCH1,AMER3,ABHD10,MEIS2,IGSF11,MAP10,NBEA,PCLO,SYT14,TRPM3,ZNF223,TTC8,UNC5D,PAX6,IAPP,C3ORF14,SULT4A1,PCDH17,PDX1,FOXP2,MYO3A,RORB,MAPK10,C1ORF158,GABRA1,MCTP2,GDAP1,CACNB2,SGCB,SGCZ,NMNAT3,RNF150,RIMS2,FGF14,RIMBP2,BARX2,SLCO1A2,ANKS1B,ENAM,OXGR1,NEUROD1,SLC17A6,PRKACB,SLC5A1,SLC5A8,MAP9,SOX6,SIM1,RGS4,PGR,DGKB,NR3C2,RTN1,SLC18A2,DACH1,CADPS,FAM84A,PCP4,MTUS2,ABCC9,SPATA7,STXBP5L	CADM1,KIAA1257,ISL1,SPTB,FLJ25770,SLC30A8,KCNB2,PAM,CACNA1H,ADAMTS2,EML5,PCDHAC1,MAGI2,GLP1R,NECAB2,JAKMIP2,FAM19A4,LRRTM3,NEGR1,KLHL1,CACNA2D1,KIAA0774,GPR27,NKX6-1,FAM148A,MS4A8B,LSAMP,ELP4,PAPPA2,NYAP2,ACVR1C,GRIA2,TMEM132D,KL,KIAA1486,KCNMA1,ZNF585B,RASEF,SDK1,GNAI1,FAM135A,FAM135B,FAM123C,TSPYL5,KCNK16,TSHZ3,TMEM61,ST8SIA3,TMEM196,HS6ST3,FOXC1,C2CD4A,AGBL4,TENM3,GAD2,ATRNL1,FBXW7,KIAA1804,NOL4,C1ORF168,PDZRN3,RGS17,TMEM63C,RALYL,D4S234E,ODZ3,DSCAM,CERKL,SERPINI2,PCDH20,RAB3C,C9ORF150,ST6GALNAC5,KIAA1383,SLC35F4,PRUNE2,PDK4,DZIP3
UP00200_1_Nkx6-1_2825.1	100	56.1798	SLCO1A2,KIAA1257,MEIS3,SCG2,MEIS2,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,GABRB3,NALCN,DCX,JAKMIP2,TSC22D1,CPE,MTUS2,KLHL1,CCDC158,ROR1,BMP5,SCGB2A1,ROBO2,SYT4,ZSCAN18,GRIK2,NYAP2,ELAVL4,ACVR1C,DIRAS2,GRIA2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,KBTBD7,CHODL,LIMCH1,AMER3,ABHD10,KCNMA1,IGSF11,NBEA,ZNF585B,FAM135A,TRPM3,TSPYL5,ZNF223,C2CD4A,TTC8,UNC5D,PAX6,IAPP,C3ORF14,ST8SIA3,PDX1,FOXP2,MYO3A,TENM3,MAPK10,C1ORF158,GABRA1,ST6GALNAC5,GAD2,MCTP2,GDAP1,CACNB2,SGCZ,NMNAT3,RIMS2,FBXW7,RIMBP2,ANKS1B,NOL4,C1ORF168,ENAM,PDZRN3,PAPPA2,KL,PRKACB,SLC5A1,SLC5A8,DSCAM,MAP9,SOX6,RGS4,PGR,DGKB,SERPINI2,PCDH20,RTN1,RAB3C,DACH1,CADPS,PCP4,PRUNE2,ABCC9,SPATA7	CADM1,ISL1,SPTB,FLJ25770,KCNB2,PAM,CACNA1H,ADAMTS2,PVRL3,EML5,LIG4,NSG1,PCDHAC1,MAGI2,GLP1R,NECAB2,FAM19A4,LRRTM3,FAM84A,NEGR1,CACNA2D1,KIAA0774,GPR27,NKX6-1,FAM148A,RNF180,NRXN1,MS4A8B,LSAMP,ELP4,MMP16,TMEM132D,ST18,TMEM132B,KIAA1486,MAP10,PCLO,RASEF,SDK1,GNAI1,FAM135B,FAM123C,KCNK16,TSHZ3,SULT4A1,TMEM61,PCDH17,TMEM196,HS6ST3,FOXC1,AGBL4,RORB,ATRNL1,SGCB,OXGR1,HMGCLL1,BARX2,KIAA1804,RNF150,RGS17,TMEM63C,NEUROD1,SLC17A6,RALYL,FGF14,D4S234E,ODZ3,SIM1,CERKL,NR3C2,C9ORF150,KIAA1383,SLC35F4,SLC18A2,PDK4,DZIP3,STXBP5L,SYT14
UP00211_1_Pou3f3_3235.2	100	56.1798	SLCO1A2,KIAA1257,SCG2,MEIS2,SNAP91,LURAP1L,GPM6A,SLC30A8,PAM,GABRB3,NALCN,RORB,LIG4,NSG1,DCX,JAKMIP2,FAM19A4,TSC22D1,CPE,MTUS2,KLHL1,CCDC158,NKX6-1,BMP5,ROBO2,SYT4,NRXN1,PAPPA2,NYAP2,ELAVL4,ACVR1C,DIRAS2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,TMEM132B,CHODL,LIMCH1,AMER3,ABHD10,KCNMA1,MAP10,NBEA,ZNF585B,PCLO,RASEF,MCTP2,FAM135A,SDK1,ZNF223,KCNK16,C2CD4A,GRIK2,IAPP,PAX6,C3ORF14,SULT4A1,PCDH17,SLC18A2,FOXP2,MYO3A,TENM3,MAPK10,C1ORF158,GABRA1,GNAI1,FGF14,CACNB2,SGCZ,NMNAT3,RNF150,RIMS2,FBXW7,RIMBP2,ANKS1B,NOL4,ENAM,TMEM63C,SLC17A6,RALYL,PRKACB,CADM1,SLC5A8,MAP9,SOX6,RGS4,CERKL,PGR,DGKB,SERPINI2,PCDH20,PDK4,RTN1,RAB3C,ST6GALNAC5,PCP4,ABCC9,SPATA7	ISL1,SPTB,FLJ25770,MS4A8,KCNB2,CACNA1H,ADAMTS2,PVRL3,EML5,PCDHAC1,MAGI2,GLP1R,NECAB2,LRRTM3,FAM84A,NEGR1,CACNA2D1,KIAA0774,GPR27,ROR1,FAM148A,SCGB2A1,RNF180,MS4A8B,ZSCAN18,LSAMP,ELP4,MMP16,GRIA2,GABRG2,TMEM132D,KL,ST18,KBTBD7,KIAA1486,IGSF11,FAM135B,TRPM3,FAM123C,TSPYL5,TSHZ3,TTC8,MEIS3,UNC5D,TMEM61,ST8SIA3,TMEM196,HS6ST3,PDX1,FOXC1,AGBL4,CADPS,GAD2,ATRNL1,GDAP1,SGCB,OXGR1,HMGCLL1,BARX2,KIAA1804,C1ORF168,PDZRN3,RGS17,NEUROD1,D4S234E,SLC5A1,ODZ3,DSCAM,SIM1,NR3C2,C9ORF150,DACH1,KIAA1383,SLC35F4,PRUNE2,DZIP3,STXBP5L,SYT14
UP00216_1_Obox1_3970.2	100	56.1798	C2CD4A,ISL1,SPTB,SCG2,SNAP91,GPM6A,SLC30A8,MS4A8,PAM,ADAMTS2,RORB,NSG1,DCX,TSC22D1,MTUS2,KLHL1,CCDC158,CACNA2D1,BMP5,SCGB2A1,ROBO2,SYT4,RNF180,NRXN1,LSAMP,ELP4,NYAP2,ELAVL4,ACVR1C,GABRG2,SLC7A2,GRIA4,CNTN4,ST18,TMEM132B,KBTBD7,CHODL,LIMCH1,AMER3,ABHD10,MEIS2,IGSF11,MAP10,PVRL3,ZNF585B,PCLO,RASEF,MCTP2,FAM135A,TRPM3,TSPYL5,KCNK16,TTC8,IAPP,PAX6,C3ORF14,ST8SIA3,PCDH17,TMEM196,FOXP2,TENM3,DACH1,MAPK10,C1ORF158,GABRA1,GNAI1,FGF14,CACNB2,SGCZ,NMNAT3,RNF150,CADM1,RIMBP2,SLCO1A2,ANKS1B,NOL4,C1ORF168,PDZRN3,TMEM63C,NEUROD1,GRIK2,PRKACB,FBXW7,SLC5A1,SLC5A8,DSCAM,SOX6,SIM1,MEIS3,RGS4,CERKL,DGKB,SERPINI2,PDK4,RTN1,NBEA,ST6GALNAC5,SLC35F4,PCP4,ABCC9	KIAA1257,CPE,FLJ25770,LURAP1L,KCNB2,CACNA1H,EML5,LIG4,PCDHAC1,MAGI2,GLP1R,PGR,NECAB2,JAKMIP2,FAM19A4,LRRTM3,FAM84A,NEGR1,KIAA0774,GPR27,ROR1,NKX6-1,FAM148A,MS4A8B,ZSCAN18,PAPPA2,MMP16,DIRAS2,GRIA2,ENAM,CNTN1,TMEM132D,KL,KIAA1486,KCNMA1,SDK1,FAM135B,FAM123C,ZNF223,TSHZ3,UNC5D,SULT4A1,TMEM61,NALCN,HS6ST3,PDX1,FOXC1,AGBL4,MYO3A,CADPS,GAD2,ATRNL1,GDAP1,SGCB,OXGR1,RIMS2,HMGCLL1,BARX2,KIAA1804,GABRB3,RGS17,SLC17A6,RALYL,D4S234E,ODZ3,MAP9,G6PC2,PCDH20,NR3C2,RAB3C,C9ORF150,KIAA1383,SLC18A2,PRUNE2,DZIP3,SPATA7,STXBP5L,SYT14
UP00254_1_Pou2f1_3081.2	100	56.1798	KIAA1257,CPE,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,PAM,GABRB3,NALCN,LIG4,DCX,HMGCLL1,JAKMIP2,FAM19A4,TSC22D1,MTUS2,KLHL1,CCDC158,ROR1,BMP5,SCGB2A1,ROBO2,SYT4,NRXN1,ELP4,PAPPA2,NYAP2,ELAVL4,ACVR1C,DIRAS2,GRIA2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,RALYL,TMEM132B,KBTBD7,CHODL,LIMCH1,ABHD10,MEIS2,IGSF11,MAP10,NBEA,ZNF585B,PCLO,RASEF,MCTP2,FAM135A,TRPM3,C2CD4A,GRIK2,IAPP,C3ORF14,ST8SIA3,PDX1,FOXP2,MYO3A,TENM3,MAPK10,C1ORF158,GABRA1,ST6GALNAC5,GNAI1,GDAP1,CACNB2,SGCZ,NMNAT3,RIMS2,FBXW7,RIMBP2,SLCO1A2,ANKS1B,NOL4,C1ORF168,ENAM,PDZRN3,SLC17A6,KL,PRKACB,FGF14,SLC5A8,DSCAM,SOX6,RGS4,PGR,DGKB,SERPINI2,PCDH20,RAB3C,DACH1,CADPS,SLC35F4,PRUNE2,ABCC9,SPATA7	CADM1,ISL1,SPTB,FLJ25770,KCNB2,CACNA1H,ADAMTS2,PVRL3,EML5,NSG1,PCDHAC1,MAGI2,GLP1R,NECAB2,LRRTM3,FAM84A,NEGR1,CACNA2D1,KIAA0774,GPR27,NKX6-1,FAM148A,RNF180,MS4A8B,ZSCAN18,LSAMP,MMP16,TMEM132D,ST18,KIAA1486,AMER3,KCNMA1,SDK1,FAM135B,FAM123C,TSPYL5,ZNF223,KCNK16,TSHZ3,TTC8,MEIS3,UNC5D,SULT4A1,TMEM61,PAX6,PCDH17,TMEM196,HS6ST3,FOXC1,AGBL4,SCG2,RORB,GAD2,ATRNL1,SGCB,OXGR1,BARX2,KIAA1804,RNF150,RGS17,TMEM63C,NEUROD1,D4S234E,SLC5A1,ODZ3,MAP9,SIM1,CERKL,NR3C2,RTN1,C9ORF150,KIAA1383,SLC18A2,PCP4,PDK4,DZIP3,STXBP5L,SYT14
MA0101.1.REL	99	55.618	KIAA1257,ISL1,CPE,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,PAM,CACNA1H,NALCN,NBEA,LIG4,NSG1,DCX,GLP1R,NECAB2,JAKMIP2,TSC22D1,CACNA2D1,DZIP3,SYT4,RNF180,NRXN1,ZSCAN18,LSAMP,ELP4,PAPPA2,ELAVL4,MMP16,ACVR1C,DIRAS2,GRIA2,GABRG2,SLC7A2,GRIA4,CNTN1,CNTN4,ST18,TMEM132B,CHODL,LIMCH1,ABHD10,MEIS2,IGSF11,PVRL3,MCTP2,FAM135B,TRPM3,SDK1,ZNF223,C2CD4A,GRIK2,IAPP,PAX6,C3ORF14,TMEM61,ST8SIA3,PCDH17,TMEM196,HS6ST3,MYO3A,AGBL4,RORB,TENM3,MAPK10,GABRA1,GNAI1,GDAP1,CACNB2,SGCB,SGCZ,CADM1,KIAA1804,SLCO1A2,ANKS1B,NOL4,GABRB3,PDZRN3,TMEM63C,SLC17A6,RALYL,PRKACB,FBXW7,SLC5A1,DSCAM,SIM1,CERKL,PGR,DGKB,SERPINI2,PCDH20,NR3C2,RTN1,RAB3C,DACH1,PCP4,PRUNE2,SPATA7	SPTB,FLJ25770,KCNB2,ADAMTS2,EML5,PCDHAC1,MAGI2,FAM19A4,LRRTM3,FAM84A,NEGR1,MTUS2,KLHL1,CCDC158,KIAA0774,GPR27,ROR1,NKX6-1,BMP5,FAM148A,SCGB2A1,ROBO2,MS4A8B,NYAP2,ENAM,TMEM132D,KL,KBTBD7,KIAA1486,AMER3,KCNMA1,MAP10,ZNF585B,PCLO,RASEF,FAM135A,FAM123C,TSPYL5,KCNK16,TSHZ3,TTC8,MEIS3,UNC5D,SULT4A1,PDX1,FOXC1,SCG2,C1ORF158,FOXP2,CADPS,GAD2,ATRNL1,NMNAT3,OXGR1,RIMS2,RIMBP2,HMGCLL1,BARX2,C1ORF168,RNF150,RGS17,NEUROD1,FGF14,D4S234E,ODZ3,SLC5A8,MAP9,SOX6,G6PC2,RGS4,ABCC9,C9ORF150,ST6GALNAC5,KIAA1383,SLC35F4,SLC18A2,PDK4,STXBP5L,SYT14
UP00001_1_E2F2_primary	99	55.618	KIAA1257,ISL1,MEIS2,SNAP91,NOL4,CACNA1H,ADAMTS2,PVRL3,EML5,ATRNL1,MAGI2,GLP1R,NECAB2,FAM19A4,RASEF,TSC22D1,FAM84A,NEGR1,CACNA2D1,ROR1,NKX6-1,DZIP3,ROBO2,RNF180,ZSCAN18,ELP4,GRIK2,FOXP2,MMP16,ACVR1C,TSPYL5,GRIA2,SLC7A2,GRIA4,CNTN4,TMEM132D,RALYL,LIMCH1,AMER3,KCNMA1,IGSF11,NBEA,ZNF585B,PCLO,SYT14,FAM135A,FAM135B,TRPM3,SDK1,ZNF223,TSHZ3,TTC8,PAX6,C3ORF14,SULT4A1,TMEM61,NALCN,TMEM196,HS6ST3,PDX1,FOXC1,RORB,DACH1,GABRA1,GAD2,GNAI1,LIG4,GDAP1,CACNB2,DIRAS2,SGCB,NMNAT3,OXGR1,RIMS2,CADM1,HMGCLL1,BARX2,KIAA1804,SLCO1A2,ANKS1B,KCNB2,GABRB3,PDZRN3,RGS17,NEUROD1,SLC17A6,KL,PRKACB,FGF14,SLC5A1,DSCAM,CERKL,NR3C2,SLC18A2,SLC35F4,MTUS2,PRUNE2,PDK4,STXBP5L	SPTB,CPE,FLJ25770,LURAP1L,GPM6A,SLC30A8,MS4A8,PAM,NSG1,PCDHAC1,DCX,PGR,JAKMIP2,LRRTM3,KLHL1,CCDC158,KIAA0774,GPR27,BMP5,FAM148A,SCGB2A1,SYT4,NRXN1,MS4A8B,LSAMP,PAPPA2,NYAP2,ELAVL4,GABRG2,ENAM,CNTN1,ST18,TMEM132B,KBTBD7,KIAA1486,CHODL,ABHD10,MAP10,FAM123C,KCNK16,IAPP,MEIS3,UNC5D,ST8SIA3,PCDH17,C2CD4A,AGBL4,MYO3A,SCG2,TENM3,MAPK10,C1ORF158,CADPS,MCTP2,SGCZ,FBXW7,RIMBP2,C1ORF168,RNF150,TMEM63C,D4S234E,ODZ3,SLC5A8,MAP9,SOX6,SIM1,G6PC2,RGS4,DGKB,SERPINI2,PCDH20,ABCC9,RTN1,RAB3C,C9ORF150,ST6GALNAC5,KIAA1383,PCP4,SPATA7
UP00045_1_Mafb_primary	99	55.618	KIAA1257,ISL1,SCG2,LURAP1L,GPM6A,SLC30A8,MS4A8,PAM,GABRB3,RORB,ATRNL1,DCX,JAKMIP2,TSC22D1,CPE,MTUS2,KLHL1,CCDC158,NKX6-1,BMP5,DZIP3,SCGB2A1,ROBO2,NRXN1,LSAMP,ELP4,GRIK2,ELAVL4,ACVR1C,DIRAS2,GRIA2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,CHODL,MEIS2,IGSF11,MAP10,NBEA,ZNF585B,PCLO,RASEF,FAM135A,TRPM3,SDK1,KCNK16,C2CD4A,IAPP,PAX6,C3ORF14,TMEM61,ST8SIA3,PCDH17,PDX1,FOXP2,AGBL4,TENM3,DACH1,MAPK10,C1ORF158,GABRA1,GAD2,MCTP2,LIG4,GDAP1,CACNB2,NMNAT3,RIMS2,FBXW7,BARX2,SLCO1A2,ANKS1B,NOL4,C1ORF168,ENAM,PDZRN3,TMEM63C,PAPPA2,RALYL,PRKACB,FGF14,SLC5A1,SLC5A8,SOX6,SIM1,RGS4,PGR,DGKB,SERPINI2,NR3C2,RTN1,RAB3C,ST6GALNAC5,SLC35F4,PCP4,ABCC9,SPATA7	CADM1,SPTB,FLJ25770,SNAP91,KCNB2,CACNA1H,ADAMTS2,PVRL3,EML5,NSG1,PCDHAC1,MAGI2,GLP1R,NECAB2,FAM19A4,LRRTM3,FAM84A,NEGR1,CACNA2D1,KIAA0774,GPR27,ROR1,FAM148A,SYT4,RNF180,MS4A8B,ZSCAN18,NYAP2,MMP16,GABRG2,TMEM132D,KL,ST18,TMEM132B,KBTBD7,KIAA1486,LIMCH1,AMER3,ABHD10,KCNMA1,GNAI1,FAM135B,FAM123C,TSPYL5,ZNF223,TSHZ3,TTC8,MEIS3,UNC5D,SULT4A1,NALCN,TMEM196,HS6ST3,FOXC1,MYO3A,CADPS,SGCB,SGCZ,OXGR1,RIMBP2,HMGCLL1,KIAA1804,RNF150,RGS17,NEUROD1,SLC17A6,D4S234E,ODZ3,DSCAM,MAP9,CERKL,PCDH20,C9ORF150,KIAA1383,SLC18A2,PRUNE2,PDK4,STXBP5L,SYT14
